Load address: $F400 Init address: $F400 Play address: $F52B
Calling initroutine with subtune 0
Calling playroutine for 2650 frames, starting from frame 0
Middle C frequency is $1168

| Frame | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | Freq Note/Abs WF ADSR Pul | FCut RC Typ V |
|  2153 | ....  ... ..  .. .... 42C | 1D60 (- 0038) .. .... 620 | 20E0 (+ 0038) .. .... 6E8 | .... .. ... . |
|  2154 | 0448 (C-2 98) .. .... 472 | 1D28 (- 0038) .. .... 65C | 2118 (+ 0038) .. .... 72E | .... .. ... . |
|  2155 | 0458 (+ 0010) .. .... 4B8 | 1CF0 (- 0038) .. .... 698 | 2150 (+ 0038) .. .... 774 | .... .. ... . |
|  2156 | 0468 (+ 0010) .. .... 4FE | ....  ... ..  .. .... 6D4 | 1D98 (A-4 B9) .. .... 7BA | .... .. ... . |
|  2157 | 0478 (+ 0010) .. .... 544 | 1D28 (+ 0038) .. .... 710 | 1D60 (- 0038) .. .... 800 | .... .. ... . |
|  2158 | 0468 (- 0010) .. .... 58A | 1D60 (+ 0038) .. .... 74C | 1D28 (- 0038) .. .... 7BA | .... .. ... . |
|  2159 | 0458 (- 0010) .. .... 5D0 | 1D98 (+ 0038) .. .... 788 | 1CF0 (- 0038) .. .... 774 | .... .. ... . |
|  2160 | 040C (B-1 97) .. .... 616 | 3458 (G-5 C3) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  2161 | 03FC (A#1 96) .. .... 65C | 343C (- 001C) .. .... 800 | 1D28 (+ 0038) .. .... 6E8 | .... .. ... . |
|  2162 | ....  ... ..  .. .... 6A2 | 3420 (- 001C) .. .... 7C4 | 1D60 (+ 0038) .. .... 72E | .... .. ... . |
|  2163 | 040C (B-1 97) .. .... 6E8 | 3404 (- 001C) .. .... 788 | 1D98 (+ 0038) .. .... 774 | .... .. ... . |
|  2164 | 041C (+ 0010) .. .... 72E | 33E8 (- 001C) .. .... 74C | 3458 (G-5 C3) .. .... 7BA | .... .. ... . |
|  2165 | 042C (+ 0010) .. .... 774 | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 800 | .... .. ... . |
|  2166 | 043C (C-2 98) .. .... 7BA | 3404 (+ 001C) .. .... 6D4 | 3420 (- 001C) .. .... 7BA | .... .. ... . |
|  2167 | 042C (B-1 97) .. .... 800 | 3420 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 774 | .... .. ... . |
|  2168 | 041C (- 0010) .. .... 7BA | 343C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 72E | .... .. ... . |
|  2169 | 040C (- 0010) .. .... 774 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|  2170 | 03FC (A#1 96) .. .... 72E | 343C (- 001C) .. .... 5E4 | 3404 (+ 001C) .. .... 72E | .... .. ... . |
|  2171 | ....  ... ..  .. .... 6E8 | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 774 | .... .. ... . |
|  2172 | 040C (B-1 97) .. .... 6A2 | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 7BA | .... .. ... . |
|  2173 | 041C (+ 0010) .. .... 65C | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 800 | .... .. ... . |
|  2174 | 042C (+ 0010) .. .... 616 | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 7BA | .... .. ... . |
|  2175 | 043C (C-2 98) .. .... 5D0 | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 774 | .... .. ... . |
|  2176 | 042C (B-1 97) .. .... 58A | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 72E | .... .. ... . |
|  2177 | 041C (- 0010) .. .... 544 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 6E8 | .... .. ... . |
|  2178 | 040C (- 0010) .. .... 4FE | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  2179 | 03FC (A#1 96) .. .... 4B8 | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 774 | .... .. ... . |
|  2180 | ....  ... ..  .. .... 472 | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 7BA | .... .. ... . |
|  2181 | 040C (B-1 97) .. .... 42C | 3404 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 800 | .... .. ... . |
|  2182 | 041C (+ 0010) .. .... 3E6 | 33E8 (- 001C) .. .... 74C | 3458 (+ 001C) .. .... 7BA | .... .. ... . |
|  2183 | 042C (+ 0010) .. .... 3A0 | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 774 | .... .. ... . |
|  2184 | 03CC (A#1 96) .. .... 35A | 3404 (+ 001C) .. .... 6D4 | 3420 (- 001C) .. .... 72E | .... .. ... . |
|  2185 | 03BC (A-1 95) .. .... 314 | 3420 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 6E8 | .... .. ... . |
|  2186 | 03AC (- 0010) .. .... 2CE | 343C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 72E | .... .. ... . |
|  2187 | 039C (- 0010) .. .... 314 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  2188 | 038C (G#1 94) .. .... 35A | 343C (- 001C) .. .... 5E4 | 3404 (+ 001C) .. .... 7BA | .... .. ... . |
|  2189 | ....  ... ..  .. .... 3A0 | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 800 | .... .. ... . |
|  2190 | 039C (A-1 95) .. .... 3E6 | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 7BA | .... .. ... . |
|  2191 | 03AC (+ 0010) .. .... 42C | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 774 | .... .. ... . |
|  2192 | 03BC (+ 0010) .. .... 472 | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 72E | .... .. ... . |
|  2193 | 03CC (A#1 96) .. .... 4B8 | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 6E8 | .... .. ... . |
|  2194 | 03BC (A-1 95) .. .... 4FE | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 72E | .... .. ... . |
|  2195 | 03AC (- 0010) .. .... 544 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 774 | .... .. ... . |
|  2196 | 039C (- 0010) .. .... 58A | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  2197 | 038C (G#1 94) .. .... 5D0 | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 800 | .... .. ... . |
|  2198 | ....  ... ..  .. .... 616 | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 7BA | .... .. ... . |
|  2199 | 039C (A-1 95) .. .... 65C | 3404 (- 001C) .. .... 788 | 343C (+ 001C) .. .... 774 | .... .. ... . |
|  2200 | 03AC (+ 0010) .. .... 6A2 | 33E8 (- 001C) .. .... 74C | 3458 (+ 001C) .. .... 72E | .... .. ... . |
|  2201 | 03BC (+ 0010) .. .... 6E8 | ....  ... ..  .. .... 710 | 343C (- 001C) .. .... 6E8 | .... .. ... . |
|  2202 | 03CC (A#1 96) .. .... 72E | 3404 (+ 001C) .. .... 6D4 | 3420 (- 001C) .. .... 72E | .... .. ... . |
|  2203 | 03BC (A-1 95) .. .... 774 | 3420 (+ 001C) .. .... 698 | 3404 (- 001C) .. .... 774 | .... .. ... . |
|  2204 | 03AC (- 0010) .. .... 7BA | 343C (+ 001C) .. .... 65C | 33E8 (- 001C) .. .... 7BA | .... .. ... . |
|  2205 | 039C (- 0010) .. .... 800 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 800 | .... .. ... . |
|  2206 | 038C (G#1 94) .. .... 7BA | 343C (- 001C) .. .... 5E4 | 3404 (+ 001C) .. .... 7BA | .... .. ... . |
|  2207 | ....  ... ..  .. .... 774 | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 774 | .... .. ... . |
|  2208 | 0332 (G-1 93) .. .... 72E | 26E4 (D-5 BE) .. .... 65C | 343C (+ 001C) .. .... 72E | .... .. ... . |
|  2209 | 0342 (+ 0010) .. .... 6E8 | 26C8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 6E8 | .... .. ... . |
|  2210 | 0352 (+ 0010) .. .... 6A2 | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 72E | .... .. ... . |
|  2211 | 0362 (G#1 94) .. .... 65C | 26E4 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 774 | .... .. ... . |
|  2212 | 0352 (G-1 93) .. .... 616 | 2700 (+ 001C) .. .... 74C | 26E4 (D-5 BE) .. .... 7BA | .... .. ... . |
|  2213 | 0342 (- 0010) .. .... 5D0 | 271C (+ 001C) .. .... 788 | 26C8 (- 001C) .. .... 800 | .... .. ... . |
|  2214 | 0332 (- 0010) .. .... 58A | 2738 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  2215 | 0322 (F#1 92) .. .... 544 | 271C (- 001C) .. .... 800 | 26E4 (+ 001C) .. .... 774 | .... .. ... . |
|  2216 | ....  ... ..  .. .... 4FE | 2700 (- 001C) .. .... 7C4 | 2700 (+ 001C) .. .... 72E | .... .. ... . |
|  2217 | 0332 (G-1 93) .. .... 4B8 | 26E4 (- 001C) .. .... 788 | 271C (+ 001C) .. .... 6E8 | .... .. ... . |
|  2218 | 0342 (+ 0010) .. .... 472 | 26C8 (- 001C) .. .... 74C | 2738 (+ 001C) .. .... 72E | .... .. ... . |
|  2219 | 0352 (+ 0010) .. .... 42C | ....  ... ..  .. .... 710 | 271C (- 001C) .. .... 774 | .... .. ... . |
|  2220 | 0362 (G#1 94) .. .... 3E6 | 26E4 (+ 001C) .. .... 6D4 | 2700 (- 001C) .. .... 7BA | .... .. ... . |
|  2221 | 0352 (G-1 93) .. .... 3A0 | 2700 (+ 001C) .. .... 698 | 26E4 (- 001C) .. .... 800 | .... .. ... . |
|  2222 | 0342 (- 0010) .. .... 35A | 271C (+ 001C) .. .... 65C | 26C8 (- 001C) .. .... 7BA | .... .. ... . |
|  2223 | 0332 (- 0010) .. .... 314 | 2738 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  2224 | 0322 (F#1 92) .. .... 2CE | 271C (- 001C) .. .... 5E4 | 26E4 (+ 001C) .. .... 72E | .... .. ... . |
|  2225 | ....  ... ..  .. .... 314 | 2700 (- 001C) .. .... 620 | 2700 (+ 001C) .. .... 6E8 | .... .. ... . |
|  2226 | 0332 (G-1 93) .. .... 35A | 26E4 (- 001C) .. .... 65C | 271C (+ 001C) .. .... 72E | .... .. ... . |
|  2227 | 0342 (+ 0010) .. .... 3A0 | 26C8 (- 001C) .. .... 698 | 2738 (+ 001C) .. .... 774 | .... .. ... . |
|  2228 | 0352 (+ 0010) .. .... 3E6 | ....  ... ..  .. .... 6D4 | 271C (- 001C) .. .... 7BA | .... .. ... . |
|  2229 | 0362 (G#1 94) .. .... 42C | 26E4 (+ 001C) .. .... 710 | 2700 (- 001C) .. .... 800 | .... .. ... . |
|  2230 | 0352 (G-1 93) .. .... 472 | 2700 (+ 001C) .. .... 74C | 26E4 (- 001C) .. .... 7BA | .... .. ... . |
|  2231 | 0342 (- 0010) .. .... 4B8 | 271C (+ 001C) .. .... 788 | 26C8 (- 001C) .. .... 774 | .... .. ... . |
|  2232 | 05B8 (F-2 9D) .. .... 4FE | 22F8 (C-5 BC) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  2233 | 05A8 (- 0010) .. .... 544 | 22DC (- 001C) .. .... 800 | 26E4 (+ 001C) .. .... 6E8 | .... .. ... . |
|  2234 | ....  ... ..  .. .... 58A | 22C0 (- 001C) .. .... 7C4 | 2700 (+ 001C) .. .... 72E | .... .. ... . |
|  2235 | 05B8 (+ 0010) .. .... 5D0 | 22A4 (- 001C) .. .... 788 | 271C (+ 001C) .. .... 774 | .... .. ... . |
|  2236 | 05C8 (+ 0010) .. .... 616 | 2288 (- 001C) .. .... 74C | 22F8 (C-5 BC) .. .... 7BA | .... .. ... . |
|  2237 | 05D8 (+ 0010) .. .... 65C | ....  ... ..  .. .... 710 | 22DC (- 001C) .. .... 800 | .... .. ... . |
|  2238 | 05E8 (+ 0010) .. .... 6A2 | 22A4 (+ 001C) .. .... 6D4 | 22C0 (- 001C) .. .... 7BA | .... .. ... . |
|  2239 | 05D8 (- 0010) .. .... 6E8 | 22C0 (+ 001C) .. .... 698 | 22A4 (- 001C) .. .... 774 | .... .. ... . |
|  2240 | 05C8 (- 0010) .. .... 72E | 2118 (B-4 BB) .. .... 65C | 2288 (- 001C) .. .... 72E | .... .. ... . |
|  2241 | 05B8 (- 0010) .. .... 774 | 2150 (+ 0038) .. .... 620 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|  2242 | 05A8 (- 0010) .. .... 7BA | 2118 (- 0038) .. .... 5E4 | 22A4 (+ 001C) .. .... 72E | .... .. ... . |
|  2243 | ....  ... ..  .. .... 800 | 20E0 (- 0038) .. .... 620 | 22C0 (+ 001C) .. .... 774 | .... .. ... . |
|  2244 | 05B8 (+ 0010) .. .... 7BA | 20A8 (- 0038) .. .... 65C | 2118 (B-4 BB) .. .... 7BA | .... .. ... . |
|  2245 | 05C8 (+ 0010) .. .... 774 | 2070 (- 0038) .. .... 698 | 2150 (+ 0038) .. .... 800 | .... .. ... . |
|  2246 | 05D8 (+ 0010) .. .... 72E | ....  ... ..  .. .... 6D4 | 2118 (- 0038) .. .... 7BA | .... .. ... . |
|  2247 | 05E8 (+ 0010) .. .... 6E8 | 20A8 (+ 0038) .. .... 710 | 20E0 (- 0038) .. .... 774 | .... .. ... . |
|  2248 | 05D8 (- 0010) .. .... 6A2 | 22C0 (C-5 BC) .. .... 74C | 20A8 (- 0038) .. .... 72E | .... .. ... . |
|  2249 | 05C8 (- 0010) .. .... 65C | 22DC (+ 001C) .. .... 788 | 2070 (- 0038) .. .... 6E8 | .... .. ... . |
|  2250 | 05B8 (- 0010) .. .... 616 | 22F8 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  2251 | 05A8 (- 0010) .. .... 5D0 | 22DC (- 001C) .. .... 800 | 20A8 (+ 0038) .. .... 774 | .... .. ... . |
|  2252 | ....  ... ..  .. .... 58A | 22C0 (- 001C) .. .... 7C4 | 22C0 (C-5 BC) .. .... 7BA | .... .. ... . |
|  2253 | 05B8 (+ 0010) .. .... 544 | 22A4 (- 001C) .. .... 788 | 22DC (+ 001C) .. .... 800 | .... .. ... . |
|  2254 | 05C8 (+ 0010) .. .... 4FE | 2288 (- 001C) .. .... 74C | 22F8 (+ 001C) .. .... 7BA | .... .. ... . |
|  2255 | 05D8 (+ 0010) .. .... 4B8 | ....  ... ..  .. .... 710 | 22DC (- 001C) .. .... 774 | .... .. ... . |
|  2256 | 0500 (D-2 9A) .. .... 472 | 1D28 (A-4 B9) .. .... 6D4 | 22C0 (- 001C) .. .... 72E | .... .. ... . |
|  2257 | 04F0 (- 0010) .. .... 42C | 1D60 (+ 0038) .. .... 698 | 22A4 (- 001C) .. .... 6E8 | .... .. ... . |
|  2258 | 04E0 (- 0010) .. .... 3E6 | 1D98 (+ 0038) .. .... 65C | 2288 (- 001C) .. .... 72E | .... .. ... . |
|  2259 | 04D0 (- 0010) .. .... 3A0 | 1DD0 (+ 0038) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  2260 | 04C0 (- 0010) .. .... 35A | 1D98 (- 0038) .. .... 5E4 | 1D28 (A-4 B9) .. .... 7BA | .... .. ... . |
|  2261 | ....  ... ..  .. .... 314 | 1D60 (- 0038) .. .... 620 | 1D60 (+ 0038) .. .... 800 | .... .. ... . |
|  2262 | 04D0 (+ 0010) .. .... 2CE | 1D28 (- 0038) .. .... 65C | 1D98 (+ 0038) .. .... 7BA | .... .. ... . |
|  2263 | 04E0 (+ 0010) .. .... 314 | 1CF0 (- 0038) .. .... 698 | 1DD0 (+ 0038) .. .... 774 | .... .. ... . |
|  2264 | 04F0 (+ 0010) .. .... 35A | ....  ... ..  .. .... 6D4 | 1D98 (- 0038) .. .... 72E | .... .. ... . |
|  2265 | 0500 (+ 0010) .. .... 3A0 | 1D28 (+ 0038) .. .... 710 | 1D60 (- 0038) .. .... 6E8 | .... .. ... . |
|  2266 | 04F0 (- 0010) .. .... 3E6 | 1D60 (+ 0038) .. .... 74C | 1D28 (- 0038) .. .... 72E | .... .. ... . |
|  2267 | 04E0 (- 0010) .. .... 42C | 1D98 (+ 0038) .. .... 788 | 1CF0 (- 0038) .. .... 774 | .... .. ... . |
|  2268 | 04D0 (- 0010) .. .... 472 | 1DD0 (+ 0038) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  2269 | 04C0 (- 0010) .. .... 4B8 | 1D98 (- 0038) .. .... 800 | 1D28 (+ 0038) .. .... 800 | .... .. ... . |
|  2270 | ....  ... ..  .. .... 4FE | 1D60 (- 0038) .. .... 7C4 | 1D60 (+ 0038) .. .... 7BA | .... .. ... . |
|  2271 | 04D0 (+ 0010) .. .... 544 | 1D28 (- 0038) .. .... 788 | 1D98 (+ 0038) .. .... 774 | .... .. ... . |
|  2272 | 04E0 (+ 0010) .. .... 58A | 1CF0 (- 0038) .. .... 74C | 1DD0 (+ 0038) .. .... 72E | .... .. ... . |
|  2273 | 04F0 (+ 0010) .. .... 5D0 | ....  ... ..  .. .... 710 | 1D98 (- 0038) .. .... 6E8 | .... .. ... . |
|  2274 | 0500 (+ 0010) .. .... 616 | 1D28 (+ 0038) .. .... 6D4 | 1D60 (- 0038) .. .... 72E | .... .. ... . |
|  2275 | 04F0 (- 0010) .. .... 65C | 1D60 (+ 0038) .. .... 698 | 1D28 (- 0038) .. .... 774 | .... .. ... . |
|  2276 | 04E0 (- 0010) .. .... 6A2 | 1D98 (+ 0038) .. .... 65C | 1CF0 (- 0038) .. .... 7BA | .... .. ... . |
|  2277 | 04D0 (- 0010) .. .... 6E8 | 1DD0 (+ 0038) .. .... 620 | ....  ... ..  .. .... 800 | .... .. ... . |
|  2278 | 04C0 (- 0010) .. .... 72E | 1D98 (- 0038) .. .... 5E4 | 1D28 (+ 0038) .. .... 7BA | .... .. ... . |
|  2279 | ....  ... ..  .. .... 774 | 1D60 (- 0038) .. .... 620 | 1D60 (+ 0038) .. .... 774 | .... .. ... . |
|  2280 | 04D0 (+ 0010) .. .... 7BA | 1D28 (- 0038) .. .... 65C | 1D98 (+ 0038) .. .... 72E | .... .. ... . |
|  2281 | 04E0 (+ 0010) .. .... 800 | 1CF0 (- 0038) .. .... 698 | 1DD0 (+ 0038) .. .... 6E8 | .... .. ... . |
|  2282 | 04F0 (+ 0010) .. .... 7BA | ....  ... ..  .. .... 6D4 | 1D98 (- 0038) .. .... 72E | .... .. ... . |
|  2283 | 0500 (+ 0010) .. .... 774 | 1D28 (+ 0038) .. .... 710 | 1D60 (- 0038) .. .... 774 | .... .. ... . |
|  2284 | 04F0 (- 0010) .. .... 72E | 1D60 (+ 0038) .. .... 74C | 1D28 (- 0038) .. .... 7BA | .... .. ... . |
|  2285 | 04E0 (- 0010) .. .... 6E8 | 1D98 (+ 0038) .. .... 788 | 1CF0 (- 0038) .. .... 800 | .... .. ... . |
|  2286 | 04D0 (- 0010) .. .... 6A2 | 1DD0 (+ 0038) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  2287 | 04C0 (- 0010) .. .... 65C | 1D98 (- 0038) .. .... 800 | 1D28 (+ 0038) .. .... 774 | .... .. ... . |
|  2288 | ....  ... ..  .. .... 616 | 1D60 (- 0038) .. .... 7C4 | 1D60 (+ 0038) .. .... 72E | .... .. ... . |
|  2289 | 04D0 (+ 0010) .. .... 5D0 | 1D28 (- 0038) .. .... 788 | 1D98 (+ 0038) .. .... 6E8 | .... .. ... . |
|  2290 | 04E0 (+ 0010) .. .... 58A | 1CF0 (- 0038) .. .... 74C | 1DD0 (+ 0038) .. .... 72E | .... .. ... . |
|  2291 | 04F0 (+ 0010) .. .... 544 | ....  ... ..  .. .... 710 | 1D98 (- 0038) .. .... 774 | .... .. ... . |
|  2292 | 0500 (+ 0010) .. .... 4FE | 1D28 (+ 0038) .. .... 6D4 | 1D60 (- 0038) .. .... 7BA | .... .. ... . |
|  2293 | 04F0 (- 0010) .. .... 4B8 | 1D60 (+ 0038) .. .... 698 | 1D28 (- 0038) .. .... 800 | .... .. ... . |
|  2294 | 04E0 (- 0010) .. .... 472 | 1D98 (+ 0038) .. .... 65C | 1CF0 (- 0038) .. .... 7BA | .... .. ... . |
|  2295 | 04D0 (- 0010) .. .... 42C | 1DD0 (+ 0038) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  2296 | 04C0 (- 0010) .. .... 3E6 | 1D98 (- 0038) .. .... 5E4 | 1D28 (+ 0038) .. .... 72E | .... .. ... . |
|  2297 | ....  ... ..  .. .... 3A0 | 1D60 (- 0038) .. .... 620 | 1D60 (+ 0038) .. .... 6E8 | .... .. ... . |
|  2298 | 04D0 (+ 0010) .. .... 35A | 1D28 (- 0038) .. .... 65C | 1D98 (+ 0038) .. .... 72E | .... .. ... . |
|  2299 | 04E0 (+ 0010) .. .... 314 | 1CF0 (- 0038) .. .... 698 | 1DD0 (+ 0038) .. .... 774 | .... .. ... . |
|  2300 | 04F0 (+ 0010) .. .... 2CE | ....  ... ..  .. .... 6D4 | 1D98 (- 0038) .. .... 7BA | .... .. ... . |
|  2301 | 0500 (+ 0010) .. .... 314 | 1D28 (+ 0038) .. .... 710 | 1D60 (- 0038) .. .... 800 | .... .. ... . |
|  2302 | 04F0 (- 0010) .. .... 35A | 1D60 (+ 0038) .. .... 74C | 1D28 (- 0038) .. .... 7BA | .... .. ... . |
|  2303 | 04E0 (- 0010) .. .... 3A0 | 1D98 (+ 0038) .. .... 788 | 1CF0 (- 0038) .. .... 774 | .... .. ... . |
|  2304 | 04D0 (- 0010) .. .... 3E6 | 2738 (D-5 BE) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  2305 | 04C0 (- 0010) .. .... 42C | 271C (- 001C) .. .... 800 | 1D28 (+ 0038) .. .... 6E8 | .... .. ... . |
|  2306 | ....  ... ..  .. .... 472 | 2700 (- 001C) .. .... 7C4 | 1D60 (+ 0038) .. .... 72E | .... .. ... . |
|  2307 | 04D0 (+ 0010) .. .... 4B8 | 26E4 (- 001C) .. .... 788 | 1D98 (+ 0038) .. .... 774 | .... .. ... . |
|  2308 | 04E0 (+ 0010) .. .... 4FE | 26C8 (- 001C) .. .... 74C | 2738 (D-5 BE) .. .... 7BA | .... .. ... . |
|  2309 | 04F0 (+ 0010) .. .... 544 | ....  ... ..  .. .... 710 | 271C (- 001C) .. .... 800 | .... .. ... . |
|  2310 | 0500 (+ 0010) .. .... 58A | 26E4 (+ 001C) .. .... 6D4 | 2700 (- 001C) .. .... 7BA | .... .. ... . |
|  2311 | 04F0 (- 0010) .. .... 5D0 | 2700 (+ 001C) .. .... 698 | 26E4 (- 001C) .. .... 774 | .... .. ... . |
|  2312 | 04E0 (- 0010) .. .... 616 | 271C (+ 001C) .. .... 65C | 26C8 (- 001C) .. .... 72E | .... .. ... . |
|  2313 | 04D0 (- 0010) .. .... 65C | 2738 (+ 001C) .. .... 620 | ....  ... ..  .. .... 6E8 | .... .. ... . |
|  2314 | 04C0 (- 0010) .. .... 6A2 | 271C (- 001C) .. .... 5E4 | 26E4 (+ 001C) .. .... 72E | .... .. ... . |
|  2315 | ....  ... ..  .. .... 6E8 | 2700 (- 001C) .. .... 620 | 2700 (+ 001C) .. .... 774 | .... .. ... . |
|  2316 | 04D0 (+ 0010) .. .... 72E | 26E4 (- 001C) .. .... 65C | 271C (+ 001C) .. .... 7BA | .... .. ... . |
|  2317 | 04E0 (+ 0010) .. .... 774 | 26C8 (- 001C) .. .... 698 | 2738 (+ 001C) .. .... 800 | .... .. ... . |
|  2318 | 04F0 (+ 0010) .. .... 7BA | ....  ... ..  .. .... 6D4 | 271C (- 001C) .. .... 7BA | .... .. ... . |
|  2319 | 0500 (+ 0010) .. .... 800 | 26E4 (+ 001C) .. .... 710 | 2700 (- 001C) .. .... 774 | .... .. ... . |
|  2320 | 04F0 (- 0010) .. .... 7BA | 2700 (+ 001C) .. .... 74C | 26E4 (- 001C) .. .... 72E | .... .. ... . |
|  2321 | 04E0 (- 0010) .. .... 774 | 271C (+ 001C) .. .... 788 | 26C8 (- 001C) .. .... 6E8 | .... .. ... . |
|  2322 | 04D0 (- 0010) .. .... 72E | 2738 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 72E | .... .. ... . |
|  2323 | 04C0 (- 0010) .. .... 6E8 | 271C (- 001C) .. .... 800 | 26E4 (+ 001C) .. .... 774 | .... .. ... . |
|  2324 | ....  ... ..  .. .... 6A2 | 2700 (- 001C) .. .... 7C4 | 2700 (+ 001C) .. .... 7BA | .... .. ... . |
|  2325 | 04D0 (+ 0010) .. .... 65C | 26E4 (- 001C) .. .... 788 | 271C (+ 001C) .. .... 800 | .... .. ... . |
|  2326 | 04E0 (+ 0010) .. .... 616 | 26C8 (- 001C) .. .... 74C | 2738 (+ 001C) .. .... 7BA | .... .. ... . |
|  2327 | 04F0 (+ 0010) .. .... 5D0 | ....  ... ..  .. .... 710 | 271C (- 001C) .. .... 774 | .... .. ... . |
|  2328 | 06A4 (G-2 9F) .. .... 58A | 3404 (G-5 C3) .. .... 6D4 | 2700 (- 001C) .. .... 72E | .... .. ... . |
|  2329 | 0694 (- 0010) .. .... 544 | 3420 (+ 001C) .. .... 698 | 26E4 (- 001C) .. .... 6E8 | .... .. ... . |
|  2330 | 0684 (- 0010) .. .... 4FE | 343C (+ 001C) .. .... 65C | 26C8 (- 001C) .. .... 72E | .... .. ... . |
|  2331 | 0674 (- 0010) .. .... 4B8 | 3458 (+ 001C) .. .... 620 | ....  ... ..  .. .... 774 | .... .. ... . |
|  2332 | 0664 (- 0010) .. .... 472 | 343C (- 001C) .. .... 5E4 | 3404 (G-5 C3) .. .... 7BA | .... .. ... . |
|  2333 | ....  ... ..  .. .... 42C | 3420 (- 001C) .. .... 620 | 3420 (+ 001C) .. .... 800 | .... .. ... . |
|  2334 | 0674 (+ 0010) .. .... 3E6 | 3404 (- 001C) .. .... 65C | 343C (+ 001C) .. .... 7BA | .... .. ... . |
|  2335 | 0684 (+ 0010) .. .... 3A0 | 33E8 (- 001C) .. .... 698 | 3458 (+ 001C) .. .... 774 | .... .. ... . |
|  2336 | 0694 (+ 0010) .. .... 35A | ....  ... ..  .. .... 6D4 | 343C (- 001C) .. .... 72E | .... .. ... . |
|  2337 | 06A4 (+ 0010) .. .... 314 | 3404 (+ 001C) .. .... 710 | 3420 (- 001C) .. .... 6E8 | .... .. ... . |
|  2338 | 0694 (- 0010) .. .... 2CE | 3420 (+ 001C) .. .... 74C | 3404 (- 001C) .. .... 72E | .... .. ... . |
|  2339 | 0684 (- 0010) .. .... 314 | 343C (+ 001C) .. .... 788 | 33E8 (- 001C) .. .... 774 | .... .. ... . |
|  2340 | 0674 (- 0010) .. .... 35A | 3458 (+ 001C) .. .... 7C4 | ....  ... ..  .. .... 7BA | .... .. ... . |
|  2341 | 0664 (- 0010) .. .... 3A0 | 343C (- 001C) .. .... 800 | 3404 (+ 001C) .. .... 800 | .... .. ... . |
|  2342 | ....  ... ..  .. .... 3E6 | 3420 (- 001C) .. .... 7C4 | 3420 (+ 001C) .. .... 7BA | .... .. ... . |
